ID_TRIAL ;ID_MOVEMENT ;STAGE ;TIME_STAMP ;TIME ;TYPE_OF_MOVEMENT ;GOAL_POS_X ;GOAL_POS_Y ;GOAL_POS_Z ;FINAL_POS_X ;FINAL_POS_Y ;FINAL_POS_Z ;GOAL_ROT_QX ;entry.1660182423;GOAL_ROT_QZ ;entry.727938622;FINAL_ROT_QX ;FINAL_ROT_QY ;FINAL_ROT_QZ ;FINAL_ROT_QW 
190605162249;163525N103;PROP_MATCHING_NO_RETARGETING;16:35:30 05-06-19;4599;0;0;0;0;0.002081186;0.854919;-3.482026;0;0;0;1;-0.02961301;-0.3918009;0.006791175;-0.9195483
190605162249;163530N104;PROP_MATCHING_NO_RETARGETING;16:35:34 05-06-19;4330;0;0;0;0;0.2141408;0.779254;-3.054198;0;0;0;1;-0.01201763;-0.01014766;-0.004463927;0.9998664
190605162249;163534N105;PROP_MATCHING_NO_RETARGETING;16:35:35 05-06-19;1065;0;0;0;0;0.2141408;0.779254;-3.054198;0;0;0;1;-0.01201763;-0.01014766;-0.004463927;0.9998664
190605162249;163536N107;PROP_MATCHING_NO_RETARGETING;16:35:38 05-06-19;1688;0;0;0;0;-0.2154823;0.7815509;-3.056141;0;0;0;1;0.0268559;-0.008504944;-0.001606895;0.9996018
190605162249;163538N108;PROP_MATCHING_NO_RETARGETING;16:35:42 05-06-19;3644;0;0;0;0;-0.0003772974;0.8649354;-3.484153;0;0;0;1;-0.0148955;0.3732614;0.02858868;0.927166
190605162249;163542N109;PROP_MATCHING_NO_RETARGETING;16:35:45 05-06-19;3121;0;0;0;0;-0.2175985;0.7796116;-3.058246;0;0;0;1;0.004288497;-0.03640698;-0.02498954;0.9990153
190605162249;163545N110;PROP_MATCHING_NO_RETARGETING;16:35:46 05-06-19;1130;0;0;0;0;-0.2175985;0.7796116;-3.058246;0;0;0;1;0.004288497;-0.03640698;-0.02498954;0.9990153
190605162249;163547N112;PROP_MATCHING_NO_RETARGETING;16:35:49 05-06-19;1425;0;0;0;0;0.2156342;0.7796311;-3.059151;0;0;0;1;-0.0001171655;-0.0035435;-0.0009964524;0.9999933
190605162249;163549N113;PROP_MATCHING_NO_RETARGETING;16:35:53 05-06-19;4795;0;0;0;0;-0.003844172;0.8607368;-3.485931;0;0;0;1;-0.03613042;-0.4053799;-0.00449038;-0.9134231
190605162249;163553N114;PROP_MATCHING_NO_RETARGETING;16:35:57 05-06-19;3103;0;0;0;0;0.2141948;0.778513;-3.058656;0;0;0;1;0.002391705;-0.006217861;-0.0005258105;0.9999777
190605162249;163557N115;PROP_MATCHING_NO_RETARGETING;16:35:58 05-06-19;973;0;0;0;0;0.2141948;0.778513;-3.058656;0;0;0;1;0.002391705;-0.006217861;-0.0005258105;0.9999777
190605162249;163559N117;PROP_MATCHING_NO_RETARGETING;16:36:00 05-06-19;1716;0;0;0;0;-0.2159442;0.7805939;-3.059378;0;0;0;1;0.01670943;-0.002232446;-0.001172358;0.9998572
